customer_id,customer_name,place,time_ago,product,times_added,risk_score,risk_level,coupon_code,coupon_percent,final_status,revenue
C0462,Priya Sharma,Delhi,23min ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,2499
C0463,Sneha Roy,Lucknow,2hr ago,Green Saree,3,88,HIGH,VIP5,5,RECOVERED,1899
C0464,Priya Sharma,Delhi,23min ago,Blue Kurta Set,1,18,LOW,FESTIVE15,15,ABANDONED,0
C0465,Riya Singh VIP,Ghaziabad VIP,2hr ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,4250
C0466,Rohan Kumar,Mumbai,30min ago,Black Festive Set,2,62,MEDIUM,SAVE12,12,RECOVERED,2800
C0467,Neha Verma,Jaipur,5hr ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,2800
C0468,Riya Singh VIP,Ghaziabad VIP,2hr ago,Green Saree,3,88,HIGH,VIP5,5,CANCELLED,0
C0469,Neha Verma,Jaipur,5hr ago,Lehenga Choli Festive,2,62,MEDIUM,SAVE12,12,CANCELLED,0
C0470,Anjali Gupta,Noida,1hr ago,Red Kurta,3,88,HIGH,VIP5,5,CANCELLED,0
C0471,Sneha Roy,Lucknow,2hr ago,Black Festive Set,2,62,MEDIUM,SAVE12,12,RECOVERED,3200
C0472,Priya Sharma,Delhi,23min ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,1899
C0473,Anjali Gupta,Noida,1hr ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,4250
C0474,Anjali Gupta,Noida,1hr ago,Black Festive Set,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0475,Priya Sharma,Delhi,23min ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,2800
C0476,Anjali Gupta,Noida,1hr ago,Lehenga Choli Festive,2,62,MEDIUM,SAVE12,12,CANCELLED,0
C0477,Riya Singh VIP,Ghaziabad VIP,2hr ago,Green Saree,3,88,HIGH,VIP5,5,RECOVERED,1899
C0478,Riya Singh VIP,Ghaziabad VIP,2hr ago,Green Saree,4,92,HIGH,VIP5,5,RECOVERED,1899
C0479,Priya Sharma,Delhi,23min ago,Green Saree,2,62,MEDIUM,SAVE12,12,ABANDONED,0
C0480,Neha Verma,Jaipur,5hr ago,Red Anarkali Kurti,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0481,Rohan Kumar,Mumbai,30min ago,Red Kurta,3,88,HIGH,VIP5,5,RECOVERED,2499
C0482,Priya Sharma,Delhi,23min ago,Red Anarkali Kurti,2,62,MEDIUM,SAVE12,12,CANCELLED,0
C0483,Riya Singh VIP,Ghaziabad VIP,2hr ago,Green Saree,3,88,HIGH,VIP5,5,RECOVERED,4250
C0484,Riya Singh VIP,Ghaziabad VIP,2hr ago,Lehenga Choli Festive,1,18,LOW,FESTIVE15,15,CANCELLED,0
C0485,Riya Singh VIP,Ghaziabad VIP,2hr ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,CANCELLED,0
C0486,Riya Singh VIP,Ghaziabad VIP,2hr ago,Green Saree,3,88,HIGH,VIP5,5,RECOVERED,2499
C0487,Rohan Kumar,Mumbai,30min ago,Red Anarkali Kurti,3,88,HIGH,VIP5,5,RECOVERED,2800
C0488,Sneha Roy,Lucknow,2hr ago,Blue Kurta Set,4,92,HIGH,VIP5,5,RECOVERED,2499
C0489,Riya Singh VIP,Ghaziabad VIP,2hr ago,Red Kurta,3,88,HIGH,VIP5,5,ABANDONED,0
C0490,Priya Sharma,Delhi,23min ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,1899
C0491,Neha Verma,Jaipur,5hr ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,2800
C0492,Rohan Kumar,Mumbai,30min ago,Red Kurta,3,88,HIGH,VIP5,5,CANCELLED,0
C0493,Priya Sharma,Delhi,23min ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,1899
C0494,Sneha Roy,Lucknow,2hr ago,Lehenga Choli Festive,2,62,MEDIUM,SAVE12,12,RECOVERED,3200
C0495,Priya Sharma,Delhi,23min ago,Black Festive Set,3,88,HIGH,VIP5,5,RECOVERED,2499
C0496,Neha Verma,Jaipur,5hr ago,Green Saree,3,88,HIGH,VIP5,5,RECOVERED,3200
C0497,Rohan Kumar,Mumbai,30min ago,Black Festive Set,3,88,HIGH,VIP5,5,CANCELLED,0
C0498,Neha Verma,Jaipur,5hr ago,Lehenga Choli Festive,3,88,HIGH,VIP5,5,RECOVERED,4250
C0499,Rohan Kumar,Mumbai,30min ago,Blue Kurta Set,3,88,HIGH,VIP5,5,RECOVERED,4250
